x,days,err_BS,err_SH,err_DH,err_PINN
-0.0188136490103665,7.459200284872685,1.8055054080478694,-2.419510595681715,-1.0056239328770449,-1.2071513389030426
-0.0257581213631777,7.459200284768519,1.9421679854136316,-2.209672955849923,-1.0689615209988985,-1.4076373040740664
-0.032654700422238,7.459200284664352,1.9553971180551522,-1.9215592219497923,-1.1720220383430986,-1.749679919354283
-0.0377960999226566,7.459200284560186,1.7612048163928307,-1.8335686294305487,-1.3907082277732212,-2.2185426532171313
-0.0429112005894272,7.459200284456017,1.586758998225818,-1.689254856596825,-1.5283199944170822,-2.6706119295122095
-0.0496908875748059,7.4592002843518515,1.0766927622655853,-1.7440059220294513,-1.8802469308372871,-3.5506367180329983
-0.0547456582364299,7.459200284247685,0.6905005531869401,-1.7781014368036308,-2.056139833442816,-4.212201338612062
-0.059775006641432,7.459200284143518,0.06807530025670916,-2.0455961853431766,-2.3841547473077345,-5.10758905360967
-0.0664416979996213,7.459200284039352,-0.6879600003776881,-2.3296425635788487,-2.619323238084767,-6.223667156124549
-0.0714127107216417,7.459200283935185,-1.2973280420539828,-2.5885270044780446,-2.7536964829443678,-7.100136038875679
-0.0763591346569671,7.459200283831019,-1.6487486105990685,-2.5937863598818973,-2.574880600433244,-7.71619432873413
-0.0829165352031263,7.459200283726853,-2.6939667182392517,-3.1853216739523846,-2.857378568260943,-9.110853348849716
-0.0878065204973181,7.459200283622685,-3.13014709742169,-3.28760827692717,-2.699735059406114,-9.807267463211073
-0.0926727101484909,7.459200283518518,-4.291828413170787,-4.121043736164043,-3.2617989772461526,-11.228296386125669
0.2700961821790469,10.459200281157408,,-12.805216018966703,-0.8461735697949724,-28.50128576498585
0.2246338081022896,10.459200281064817,,-8.477002443729798,0.5386116295043597,-22.675106070973754
0.1811486961625507,10.459200280960648,-23.815173264657872,-5.503835629033727,0.4912670742544034,-17.719887384310734
0.1394759997619827,10.459200280844907,-16.880858674143013,-1.9487412892617684,0.9583246982931337,-12.010155391802671
